Date,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_Avg,SRP_1,SRP_2,SRP_3,SRP_4,SRP_5,SRP_6,SRP_Avg,POP_1,POP_2,POP_3,POP_4,POP_5,POP_6,POP_Avg,PON_1,PON_2,PON_3,PON_4,PON_5,PON_6,PON_Avg,POC_1,POC_2,POC_3,POC_4,POC_5,POC_6,POC_Avg,Temp,Chlorophyll,Salinity,picoeuk_ml,PNEconc_ml,Proconc_ml,Synconc_ml,JGI_DOI,JGI_Project_Name,JGI_Sequencing_Project_ID,JGI_Library_Name,JGI_Project_ID,NCBI_BioSample
6/13/2018,0.576,-0.212,0.779,,,,0.381,0.363,0.504,0.382,,,,0.443,0.308,0.294,0.344,0.147,0.242,0.268,0.267,4.572,2.485,3.535,2.449,2.397,3.041,3.08,35.96,33.896,42.366,36.494,29.37,40.42781682,36.419,20.487,23.266,33.404,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180613.NP2,1309077,HOSXZ,1308934,
6/20/2018,0.779,0.827,0.757,,,,0.788,0.469,0.48,0.451,,,,0.466,0.105,0.264,0.409,0.379,0.347,0.433,0.323,6.592,10.852,12.091,4.624,3.198,2.885,6.707,63.899,44.954,53.491,47.383,36.01,35.74137726,46.913,19.437,76.042,33.254,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180620.NP2,1309293,HSXAX,1309188,
6/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.981,5.555,33.769,,,,,,,,,,
7/4/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.843,11.076,33.784,,,,,,,,,,
7/11/2018,0.887,0.668,0.864,,,,0.806,0.371,0.333,0.361,,,,0.347,1218337218,0.242,0.206,0.158,0.185,0.174,203056203.2,3.013,2.747,7.332,8.646,1.263,1.076,4.013,20.639,19.171,25.327,21.962,21.342,21.45856567,21.65,23.303,87.058,33.807,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180711.NP2,1309095,HOSYN,1308970,
7/18/2018,0.507,0.795,0.925,,,,0.742,0.355,0.419,0.356,,,,0.388,0.209,0.207,0.235,0.253,0.256,0.237,0.233,4.189,3.424,2.812,2.785,2.26,,3.094,31.331,39.34,34.394,39.727,32.845,30.59551712,34.705,22.28,87.058,33.737,,,,,,,,,,
7/25/2018,,,,,,,,,,,,,,,0.28,0.281,0.299,0.28,0.286,0.297,0.287,4.281,4.66,4.599,4.753,3.112,2.537,3.99,36.784,34.132,38.96,41.6,36.44,35.82395195,37.29,20.378,87.058,33.65,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180725.NP2,1309086,HOSYC,1308952,
8/1/2018,0.873,0.535,0.845,,,,0.751,0.334,0.425,0.333,,,,0.379,0.098,0.104,0.098,0.138,0.146,0.134,0.12,1.641,4.656,1.771,3.046,0.168,0.37,1.942,16.156,18.622,20.882,19.779,14.702,,18.028,22.454,4.855,33.775,,,,,,,,,,
8/8/2018,0.626,0.595,0.91,,,,0.71,0.391,0.489,0.403,,,,0.446,0.123,0.121,0.117,0.053,0.108,0.112,0.106,1.752,2.552,0.134,0.173,0.148,0.84,0.933,13.031,16.152,14.347,13.349,12.728,13.20736998,13.802,24.456,53.765,33.84,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180808.NP2,1309082,HPBZN,1308944,
8/15/2018,1.3,0,0.971,,,,0.757,0.463,0.548,0.404,,,,0.476,0.277,0.494,0.257,,0.281,0.206,0.303,3.476,5.938,1.442,1.512,1.064,0.92,2.392,30.02,29.252,21.034,22.922,21.035,19.60650567,23.978,20.065,87.058,33.642,,,,,,,,,,
8/22/2018,1.2,0.963,0.631,,,,0.931,0.406,0.386,0.427,,,,0.406,0.13,0.12,0.107,0.161,0.071,0.104,0.115,2.022,3.979,0.472,0.651,,,1.781,16.213,20.853,22.081,15.184,18.524,15.21863952,18.012,23.893,87.058,33.718,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180822.NP2,1309088,HSZBB,1308956,
8/29/2018,1.07,1.01,0.736,,,,0.939,0.452,0.443,0.415,,,,0.429,0.142,0.147,0.097,0.158,0.138,0.212,0.149,2.091,3.151,2.449,0.759,0.455,0.745,1.608,16.028,27.195,17.391,17.03,15.419,16.62032747,18.281,20.297,87.058,33.543,,,,,,,,,,
9/5/2018,0.866,0.333,0.593,,,,0.597,0.389,0.386,0.398,,,,0.392,0.184,0.25,0.168,0.214,0.201,0.236,0.209,3.443,2.3,2.264,1.603,1.748,,2.272,31.669,35.142,40.977,28.867,29.909,27.85781239,32.404,22.573,87.058,33.692,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180905.NP2,1309103,HNZWY,1308986,
9/12/2018,1.48,1.49,1.57,,,,1.513,0.325,0.313,0.374,,,,0.344,0.136,0.182,0.17,0.134,0.148,0.178,0.158,2.592,4.676,1.734,4.69,1.121,2.899,2.952,24.488,35.185,29.418,37.933,20.46,34.62738229,30.352,22.338,87.058,33.292,,,,,,,,,,
9/19/2018,0.816,0.576,0.951,,,,0.781,0.425,0.391,0.443,,,,0.417,0.298,0.281,0.25,0.281,0.25,0.339,0.283,4.082,1.662,1.725,2.531,1.947,2.21,2.359,32.326,40.078,31.844,33.648,28.923,31.56881593,33.065,19.552,5.363,33.669,,,,,10.46936/10.25585/60001365,Newport_SRmetag_180919.NP2,1309087,HOSYG,1308954,
9/26/2018,0.41,0.622,0.722,,,,0.585,0.381,0.429,0.508,,,,0.468,0.186,0.188,0.174,0.148,0.167,0.19,0.176,2.651,1.788,3.295,1.717,0.987,,2.088,19.621,23.772,21.68,24.121,19.33,17.46444893,20.998,19.461,10.207,33.653,,,,,,,,,,
10/3/2018,0.73,0.92,0.779,,,,0.81,0.373,0.397,0.445,,,,0.421,0.164,0.144,0.118,,0.139,0.145,0.142,2.021,1.875,2.919,0.381,0.814,,1.602,18.238,15.069,18.692,19.092,16.664,17.94818393,17.617,18.24,19.015,33.559,,,,,10.46936/10.25585/60001365,Newport_SRmetag_181002.NP2,1309104,HPBZW,1308988,
10/10/2018,0.767,0.917,0.513,,,,0.732,0.426,0.451,0.394,,,,0.422,0.117,0.073,0.115,0.108,0.13,0.156,0.117,3.747,1.373,4.389,4.891,0.271,2.439,2.852,12.611,29.047,15.443,36.371,15.458,31.61677864,23.425,20.48,2.945,33.754,,,,,10.46936/10.25585/60001365,Newport_SRmetag_181010.NP2,1309093,HPBZS,1308966,
10/17/2018,0.671,0.839,0.965,,,,0.825,0.395,0.423,0.42,,,,0.422,0.072,0.057,0.092,0.087,0.08,0.096,0.081,1.556,8.253,4.757,0.122,0.053,0.049,2.465,13.286,14.868,14.467,12.836,22.569,13.37987474,15.234,16.815,3.341,33.603,,,,,,,,,,
10/24/2018,3.61,2.03,0.636,,,,2.092,0.448,0.402,0.396,,,,0.399,0.089,0.086,0.102,0.095,0.111,0.113,0.1,1.559,4.146,3.757,0.517,0.116,0.483,1.763,13.165,18.874,15.119,16.866,13.229,17.3424882,15.766,18.266,5.271,33.592,,,,,,,,,,
10/31/2018,0.524,0.954,1.2,0.631,0.635,,0.789,0.473,0.559,0.541,0.401,0.818,,0.58,0.109,0.087,0.118,0.11,0.121,0.104,0.108,1.807,2.563,3.94,0.598,0.074,0.759,1.623,16.241,20.999,16.655,17.768,14.965,18.65577266,17.547,19.527,43.147,33.622,,,,,10.46936/10.25585/60001365,Newport_SRmetag_181031.NP2,1309107,HTBNO,1308994,
11/7/2018,0.426,0.803,0.813,,,,0.681,0.336,0.821,0.741,,,,,0.112,0.122,0.126,0.124,0.111,0.113,0.118,,,,,,,,,,,,,,,19.667,87.058,33.61,,,,,,,,,,
11/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.057,87.058,33.606,,,,,,,,,,
11/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.526,9.774,33.788,,,,,,,,,,
11/28/2018,0.829,0.835,,,,,0.832,0.777,0.703,,,,,,0.099,0.122,0.141,0.132,0.11,0.118,0.121,,,,,,,,,,,,,,,18.341,27.663,33.718,,,,,,,,,,
12/5/2018,2.74,2.32,3.58,,,,2.88,0.87,0.791,0.684,,,,,0.075,0.114,0.134,0.093,0.109,0.143,0.112,,,,,,,,,,,,,,,15.701,72.392,33.499,,,,,10.46936/10.25585/60001365,Newport_SRmetag_181205.NP2,1309292,HTBNT,1309186,
12/12/2018,1.49,1.69,1.7,,,,1.627,0.733,0.686,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,16.631,87.058,33.51,,,,,,,,,,
12/19/2018,,,,,,,,,,,,,,,0.373,0.333,,0.716,0.55,0.379,0.47,,,,,,,,,,,,,,,16.538,87.058,33.281,,,,,,,,,,
12/26/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.147,87.058,33.577,,,,,,,,,,
1/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.856,87.058,33.707,,,,,,,,,,
1/9/2019,0.593,0.882,0.446,,,,,0.491,0.433,0.488,,,,,0.061,0.093,0.102,0.113,0.094,,0.092,,,,,,,,21.122,17.143,57.662,29.124,30.735,25.23333333,30.17,15.745,87.058,33.621,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190109.NP1,1309116,HTBNS,1309012,
1/16/2019,0.971,0.833,0.664,,,,,0.455,0.791,0.657,,,,,0.067,0.098,0.086,0.098,,,0.087,,,,,,,,17.986,15.312,27.326,18.157,17.888,26.76666667,20.573,15.672,87.058,33.32,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190116.NP1,1309112,HTBNP,1309004,
1/23/2019,,,,,,,,,,,,,,,0.136,0.289,0.321,0.19,0.051,0.242,0.205,,,,,,,,43.441,19.321,,19.242,24.299,39.86666667,29.234,15.081,78.586,33.381,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190123.NP1,1309266,HSWZB,1309134,
1/30/2019,,,,,,,,,,,,,,,0.114,0.16,0.126,,,,0.133,,,,,,,,47.736,20.621,32.915,17.231,28.885,27.53333333,29.154,15.627,31.486,33.622,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190130.NP1,1309267,HSWZC,1309136,
2/6/2019,,,,,,,,,,,,,,,0.48,0.283,0.367,0.268,0.071,0.357,0.304,,,,,,,,15.885,14.966,26.013,22.294,41.4,41,26.926,14.946,48.959,32.845,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190206.NP1,1309121,HOWYY,1309022,
2/11/2019,,,,,,,,,,,,,,,,,,,,,,4.677,,,,,,4.677,27.737,,,,,,27.737,,,,,,,,,,,,,
2/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.105,80.651,33.423,,,,,,,,,,
2/20/2019,,,,,,,,,,,,,,,0.22,0.184,0.072,0.045,0.223,0.209,0.159,,,,,,,,16.486,19.955,30.592,18.775,33.1,29.7,24.768,,,,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190220.NP1,1309117,HOSYP,1309014,
2/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2019,0.577,0.856,0.714,,,,,0.617,0.43,0.397,,,,,0.127,0.092,0.119,0.12,0.153,0.163,0.129,,,,,,,,15.322,28.918,19.906,18.46,35.767,25.9,24.046,15.349,2.134,33.503,,,,,,,,,,
3/27/2019,,,,,,,,,,,,,,,0.574,0.445,0.8,0.455,0.643,0.712,0.605,,,,,,,,57.386,24.639,32.847,23.167,64.05,53.5,42.598,15.351,2.113,33.504,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190327.NP1,1309283,HSXAG,1309168,
4/3/2019,0.22,,,,,,,0.084,0.08,,,,,,0.648,0.771,0.816,0.499,0.387,0.784,0.651,7.767,5.967,7.024,7.96,6.814,9.047,7.43,57.13,60.151,54.101,50.51,38.791,56.82542402,52.918,16.658,4.982,33.567,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190403.NP1,1309268,HSWZG,1309138,
4/10/2019,0.474,0.26,,,,,,0.251,0.233,,,,,,0.599,0.542,0.416,0.98,0.944,0.781,0.71,5.5,6.967,4.928,5.471,10.932,6.558,6.726,46.472,43.488,43.568,58.93,56.829,37.39943066,47.781,16.316,4.349,33.556,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190410.NP1,1309269,HSWZH,1309140,
4/17/2019,1.257,0.516,,,,,,0.258,0.226,,,,,,0.407,0.433,0.289,0.547,0.637,,0.463,5.733,15.267,6.277,8.933,9.948,7.123,8.88,47.44,57.121,40.104,47.651,58.778,43.72147688,49.136,16.355,3.178,33.64,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190417.NP1,1309109,HNZXA,1308998,
4/24/2019,1.039,1.005,0.398,,,,,0.243,0.233,,,,,,0.28,0.419,0.293,0.26,0.289,,0.308,3.933,4.567,4.976,4.676,5.294,12.625,6.012,30.834,29.896,24.39,32.632,33.398,81.30859768,38.743,15.835,4.42,33.592,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190424.NP2,1309113,HOWYT,1309006,
5/1/2019,0.651,,,,,,,0.294,0.172,,,,,,0.357,0.518,0.524,0.496,0.342,0.587,0.471,5,5.6,6.104,5.715,9.913,,6.467,38.092,34.536,32.341,32.515,62.886,,40.074,16.581,3.992,33.588,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190501.NP1,1309122,HOSYT,1309024,
5/8/2019,1.391,0.505,0.931,,,,,0.274,0.258,0.248,,,,,0.588,0.75,0.855,0.621,0.602,,0.683,9.867,11.067,7.479,7.709,7.628,9.173,8.82,46.881,56.289,60.832,73.749,44.754,58.64243417,56.858,16.057,5.6,33.671,,,,,,,,,,
5/15/2019,0.266,0.23,,,,,,0.2,0.185,0.164,,,,,0.22,0.346,0.359,0.244,0.268,0.251,0.281,4.033,4.567,3.978,4.346,8.961,6.095,5.33,27.542,28.58,27.572,26.026,51.096,39.91609964,33.455,16.176,4.676,33.663,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190515.NP1,1309327,HSXCZ,1309256,
5/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.646,9.438,33.512,,,,,,,,,,
5/29/2019,0.609,0.223,0.921,,,,,0.133,0.185,0.119,,,,,0.978,1.186,1.165,1.166,1.207,0.988,1.115,12.45,14.55,15.138,15.49,10.865,12.774,13.545,133.754,124.137,110.485,137.743,78.659,76.68336517,110.243,16.076,12.222,33.542,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190529.NP1,1309123,HPBZY,1309026,
6/5/2019,0.682,0.832,,,,,,0.224,0.185,0.149,,,,,0.544,0.587,0.244,0.227,0.555,,0.432,9.2,7.6,6.284,6.383,12.457,12.505,9.071,46.312,40.27,56.515,51.55,76.25,79.73624809,58.439,14.296,17.575,33.568,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190605.NP1,1309282,HSXAC,1309166,
6/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.313,39.283,33.586,,,,,,,,,,
6/19/2019,-0.086,,,,,,,0.142,0.12,0.088,,,,,0.496,0.211,0.327,0.468,0.432,0.503,0.406,6.867,7.733,8.319,7.876,7.94,9.588,8.054,62.344,61.66,52.247,61.321,46.518,54.00700859,56.35,19.79,14.022,33.728,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190619.NP1,1309284,HSXAH,1309170,
6/26/2019,0.359,-0.027,,,,,,0.241,0.243,0.172,,,,,0.475,0.626,0.615,0.642,0.547,,0.581,7.533,8.533,10.9,9.302,8.166,9.547,8.997,70.289,64.775,59.029,47.116,63.07,,60.856,17.418,25.293,33.671,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190625.NP1,1309114,HOWXX,1309008,
7/3/2019,0.714,0.168,0.052,,,,,0.249,0.222,0.203,,,,,0.264,0.358,0.268,0.288,0.24,,0.283,,4.233,8.108,9.79,,,7.377,27.079,27.948,30.479,28.375,44.773,55.00445553,35.61,19.617,55.996,33.716,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190703.NP1,1309270,HSWZN,1309142,
7/10/2019,0.418,-0.092,0.25,,,,,0.2,0.178,0.103,,,,,0.239,0.3,0.272,0.202,0.212,,0.245,5,4.75,3.494,3.072,10.75,15.904,7.162,34.048,23.59,42.324,38.673,57.384,95.90634011,48.654,19.996,73.942,33.719,,,,,,,,,,
7/17/2019,0.745,0.266,-0.037,,,,,0.187,0.175,0.18,,,,,0.276,0.025,0.072,0.341,0.313,0.232,0.21,6.55,7.2,3.308,3.992,10.047,10.6,6.95,25.942,30.11,38.205,44.806,64.213,62.25935363,44.256,20.384,3.421,33.719,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190717.NP1,1309271,HSWZO,1309144,
7/24/2019,0.599,0.081,-0.086,,,,,0.216,0.191,0.194,,,,,0.511,0.197,0.206,0.518,0.37,0.487,0.381,,,,,,,,98.243,42.788,44.241,38.192,,,55.866,19.065,4.766,33.632,,,,,,,,,,
7/27/2019,,,,,,,,,,,,,,,,,,,,,,8.543,6.41,,,,,7.476,46.634,34.043,,,,,40.338,,,,,,,,,,,,,
7/31/2019,0.703,0.682,0.279,,,,,0.099,0.099,0.077,,,,,0.194,0.006,0.008,0.208,0.236,0.165,0.136,6.55,5.5,5.657,3.482,13.551,13.281,8.003,27.28,26.375,40.605,35.085,74.295,80.27513035,47.319,21.05,12.017,33.681,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190731.NP1,1309330,HSXGC,1309262,
8/7/2019,-0.056,-0.13,0.025,0.04,,,,0.143,0.145,0.153,,,,,0.254,0.015,0.093,0.242,0.428,0.271,0.217,7.05,6.25,4.349,4.977,13.368,10.751,7.791,33.638,43.94,54.344,64.576,83.43,62.08105374,57.001,19.305,87.058,33.571,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190807.NP2,1309118,HOWYW,1309016,
8/14/2019,0.279,-0.065,0.777,0.078,,,,0.143,0.153,0.132,,,,,0.288,0.033,0.325,0.291,0.277,,0.243,6.853,6.6,4.523,4.365,11.127,,6.694,31.517,40.249,42.652,56.943,66.219,,47.516,20.664,3.813,33.743,,,,,,,,,,
8/21/2019,0.487,0.163,0.304,0.722,,,,0.216,0.183,0.187,,,,,0.552,0.525,0.247,0.224,0.575,0.565,0.448,9.062,10.768,6.379,8.078,12.51,9.717,9.419,55.603,69.793,79.572,101.699,68.365,57.57644247,72.101,18.939,5.511,33.642,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190821.NP1,1309110,HPBZX,1309000,
8/28/2019,0.003,0.13,0.315,0.409,,,,0.084,0.069,0.063,,,,,0.058,0.184,0.174,0.155,0.152,,0.145,4.846,5.144,4.915,5.825,12.271,7.446,6.741,38.586,42.791,43.336,49.869,57.522,47.75062176,46.642,22.286,11.392,33.739,,,,,,,,,,
9/4/2019,0.408,-0.174,0.261,0.779,,,,0.187,0.153,0.167,,,,,0.22,0.261,0.261,,,,0.247,1.06,1.06,7.767,4.618,10.315,8.742,5.594,52.287,43.911,2.459,2.459,57.492,53.21418405,35.304,20.094,78.391,33.628,,,,,10.46936/10.25585/60001365,Newport_SRmetag_190904.NP1,1309124,HOSYU,1309028,
9/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.698,79.541,33.747,,,,,,,,,,
9/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.378,3.153,33.776,,,,,,,,,,
9/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.328,3.541,33.76,,,,,,,,,,
10/2/2019,0.003,-0.261,0.347,0.476,,,,0.157,0.13,0.132,,,,,0.205,0.207,0.233,,,,0.215,1.06,1.06,2.203,3.119,12.669,7.314,4.571,24.906,33.469,2.459,2.459,80.262,34.40933969,29.661,20.938,6.482,33.732,,,,,10.46936/10.25585/60001365,Newport_SRmetag_191002.NP1,1309272,HSWZP,1309146,
10/9/2019,-0.017,0.691,1.414,,,,,0.143,0.122,0.132,,,,,0.166,0.185,0.156,0.174,,,0.17,3.717,3.255,1.665,1.87,6.152,7.378,4.006,24.062,28.904,33.658,28.782,38.606,44.31344688,33.054,19.038,3.822,33.686,,,,,10.46936/10.25585/60001365,Newport_SRmetag_191009.NP1,1309273,HSWZS,1309148,
10/16/2019,0.22,-0.174,0.089,0.191,,,,0.231,0.198,0.235,,,,,0.308,0.291,0.499,0.484,,,0.396,1.59,1.59,1.736,2.018,9.29,7.65,3.979,28.745,41.71,3.689,3.689,55.22,44.12796507,29.53,18.939,3.94,33.679,,,,,10.46936/10.25585/60001365,Newport_SRmetag_191016.NP1,1309115,HOWYU,1309010,
10/23/2019,-0.007,-0.185,0.723,0.163,,,,0.084,0.062,0.063,,,,,0.227,0.205,0.257,0.27,,,0.24,4.572,6.034,5.351,1.06,5.696,,4.543,24.781,32.045,37.891,30.078,32.782,37.97825342,32.592,18.653,3.691,33.648,,,,,10.46936/10.25585/60001365,Newport_SRmetag_191023.NP2,1309119,HOSYS,1309018,
10/30/2019,0.526,1.185,0.087,-0.152,,,,0.15,0.092,0.118,,,,,0.081,0.074,0.076,0.079,0.06,0.065,0.073,2.889,3.745,2.479,3.486,2.115,,2.943,,21.423,22.557,16.113,21.674,7.665097609,17.886,19.5,3.611,33.73,,,,,10.46936/10.25585/60001365,Newport_SRmetag_191030.NP1,1309111,HOWXW,1309002,
11/6/2019,0.181,0.152,2.27,2.106,,,,0.179,0.175,0.173,,,,,0.144,0.166,0.223,0.145,0.181,0.128,0.164,3.784,4.529,3.94,4.422,4.877,,4.311,16.075,28.311,27.959,23.694,29.188,28.14533987,25.562,18.328,53.638,33.696,,,,,,,,,,
11/13/2019,0.724,-0.283,0.39,0.135,,,,0.157,0.16,0.139,,,,,0.156,0.138,0.161,0.143,0.179,0.348,0.188,3.29,4.008,5.1,4.563,4.442,1.06,3.744,24.422,27.29,19.434,23.406,25.444,28.20481917,24.7,18.274,3.187,33.746,,,,,10.46936/10.25585/60001365,Newport_SRmetag_191113.NP2,1309120,HOWYX,1309020,
11/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.923,3.757,33.665,,,,,,,,,,
11/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.234,21.65,33.712,,,,,,,,,,
12/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.595,57.227,33.467,,,,,,,,,,
12/11/2019,-0.046,0.543,0.164,0.76,,,,0.187,0.145,0.167,,,,,0.306,0.334,0.257,0.254,0.304,0.287,0.29,4.803,4.993,5.977,6.044,1.06,,4.576,31.522,37.297,29.083,32.279,37.838,37.23396372,34.209,16.728,4.304,33.429,,,,,,,,,,
12/18/2019,0.951,0.609,0.615,0.722,,,,0.293,0.303,0.379,,,,,0.237,0.253,0.228,0.229,0.27,0.264,0.247,4.335,4.925,5.188,6.145,5.9,5.441,5.322,26.091,34.72,23.335,25.961,27.051,35.35760234,28.753,15.63,3.27,33.516,,,,,10.46936/10.25585/60001365,Newport_SRmetag_191218.NP1,1309127,HOSYW,1309034,
12/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.585,2.769,33.367,,,,,,,,,,
1/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.308,3.042,33.459,,,,,,,,,,
1/8/2020,0.329,0.63,2.731,0.599,,,,0.253,0.246,0.306,,,,,0.201,0.215,0.165,0.236,0.196,,0.203,3.894,3.92,3.821,4.689,5.164,4.412,4.317,25.156,27.486,20.615,22.126,25.37,27.67688002,24.738,15.762,4.49,33.454,,,,,10.46936/10.25585/60001365,Newport_SRmetag_200108.NP1,1309276,HSWZW,1309154,
1/15/2020,2.283,0.065,1.851,1.31,,,,0.247,0.239,0.263,,,,,0.411,0.359,0.378,0.375,0.348,,0.374,4.254,4.842,5.102,4.887,5.951,6.278,5.219,39.094,37.544,30.484,30.865,39.169,37.63523522,35.799,15.26,3.042,33.446,,,,,,,,,,
1/22/2020,1.158,-0.239,0.13,0.296,,,,0.213,0.239,0.248,,,,,0.285,0.236,0.23,0.308,0.248,0.317,0.271,3.949,4.529,6.132,5.59,4.298,4.548,4.841,17.469,38.139,35.626,29.424,27.484,38.64818856,31.132,28.435,3.851,33.521,,,,,10.46936/10.25585/60001365,Newport_SRmetag_200122.NP1,1309278,HSWZY,1309158,
1/29/2020,0.329,-0.087,0.296,1.784,,,,0.213,0.232,0.255,,,,,0.441,0.534,0.925,0.844,0.441,0.335,0.587,9.298,10.524,10.564,5.325,9.116,4.893,8.287,27.544,39.09,42.943,83.835,90.461,79.12706127,60.5,38.825,5.085,33.43,,,,,,,,,,
2/4/2020,,,,,,,,,,,,,,,,,,,,,,6.307,,,,,,6.307,48.328,,,,,,48.328,,,,,,,,,,,,,
2/5/2020,0.645,0.348,0.478,0.315,,,,0.26,0.253,0.284,,,,,0.175,0.117,0.134,0.375,0.143,0.162,0.185,0.117,0.134,0.375,0.143,0.162,3.133,0.678,15.628,8.492,20.903,23.644,19.531,21.15930212,18.226,13.728,8.535,33.556,,,,,10.46936/10.25585/60001365,Newport_SRmetag_200205.NP1,1309125,HNZXB,1309030,
2/12/2020,0.011,0.293,0,0.552,,,,0.227,0.232,0.248,,,,,0.105,0.131,0.085,0.091,0.194,0.166,0.129,2.561,3.012,3.178,2.335,2.224,,2.662,17.416,12.327,2.971,18.286,14.337,18.56918728,13.985,14.741,4.225,33.555,,,,,,,,,,
2/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.903,2.882,33.587,,,,,,,,,,
2/26/2020,,,,,,,,,,,,,,,0.308,0.361,0.253,0.353,0.342,0.396,0.335,10.34,9.44,5.027,5.744,5.724,,7.255,55.466,48.386,19.776,88.156,85.206,30.81426478,54.634,16.003,4.773,33.67,,,,,,,,,,
3/4/2020,-0.096,-0.13,0.087,0.087,,,,0.174,0.147,0.175,,,,,0.164,0.166,0.184,0.133,0.18,0.136,0.16,3.348,3.044,3.489,3.336,5.811,,3.806,18.84,6.915,22.618,23.139,22.857,23.37376227,19.624,,,,,,,,10.46936/10.25585/60001365,Newport_SRmetag_200303.NP1,1309288,HSXAS,1309178,
3/11/2020,-0.056,-0.207,0.859,0.296,1.841,,,0.2,0.367,0.204,,,,,0.131,0.18,0.199,0.227,,,0.184,3.152,3.352,3.833,2.37,,,3.177,3.033,3.778,20.012,21.78,20.277,22.02793269,15.151,,,,,,,,10.46936/10.25585/60001365,Newport_SRmetag_200311.NP1,1309286,HSXAO,1309174,
3/18/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.268,3.674,33.719,,,,,,,,,,
3/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.663,5.36,33.006,,,,,,,,,,
4/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.447,5.723,33.877,,,,,,,,,,
4/8/2020,0.22,0.478,-0.283,0.76,0.04,,,0.233,0.232,0.241,,,,,0.413,0.351,0.312,0.313,0.333,0.321,0.341,6.992,5.475,8.716,7.603,,,7.197,60.077,47.034,61.664,44.963,61.514,44.98014539,53.372,15.646,4.251,33.531,,,,,10.46936/10.25585/60001365,Newport_SRmetag_200408.NP1,1309296,HSXBA,1309194,
4/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.316,4.081,33.583,,,,,,,,,,
